시도명,시군구명,지반침하지역상세정보,위도,경도,발생일자,발생규모폭,발생규모연장,발생규모깊이,발생지역지질종류명,최초발생원인,피해사망자수,피해부상자수,피해차량대수,복구상태명,복구방법,복구비용,복구완료일자,데이터기준일자,주소,location,lat,lon
경기도,화성시,신남리 1478,37.1789,126.8,20221201,1.0,10.0,1.0,,우수관로 파손에 따른 포장 파손,0,0,0,복구완료,우수관로 정비 및 포장 복구 완료,1230000,2022-12-02,0001-01-01,경기도 화성시 신남리 1478,"신남리, 화성시, 경기도, 18269, 대한민국",37.18372,126.81154
경기도,화성시,신남리 1337-1,37.1732,126.802,20221115,1.0,1.0,0.5,,우수맨홀 주변부 도로 포장 파손,0,0,0,복구완료,맨홀 재설치 완료,3252000,2022-11-16,0001-01-01,경기도 화성시 신남리 1337-1,"신남리, 화성시, 경기도, 18269, 대한민국",37.18372,126.81154
경기도,화성시,구장리 76-2,37.1696,126.901,20221118,3.0,2.0,0.5,,우수관로 라인 주변부 도로 포장 파손,0,0,0,복구완료,포장 복구 완료,1878000,2022-11-24,0001-01-01,경기도 화성시 구장리 76-2,"구장리, 화성시, 경기도, 18527, 대한민국",37.16121,126.90312
경기도,화성시,화산리 160-4,37.0807,126.794,20221012,2.0,2.0,0.5,,우수맨홀 주변부 도로 포장 파손,0,0,0,복구완료,포장복구완료,1795000,2022-10-12,0001-01-01,경기도 화성시 화산리 160-4,"화산리, 화성시, 경기도, 18567, 대한민국",37.07223,126.79053
경기도,화성시,106-9,0.0,0.0,20200211,1.0,1.0,0.05,,"기타(하자보수 기간 후, 자연 침하)",0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,2020-02-13,0001-01-01,경기도 화성시 106-9,"화성시, 경기도, 대한민국",37.1994653,126.8312632
경기도,화성시,736,37.2378,127.062,20230626,0.7,18.0,1.0,,"시공 부실로 인한 1차 침하 발생, 이후 추가 유실되면서 기존 상수관 손상시켜 유실 깊이 증가",0,0,0,복구완료,해당 구간 통행 제한 임시 조치 및 중력식 옹벽 철거 후 재시공 계획,0,2023-07-24,0001-01-01,경기도 화성시 736,"화성시, 경기도, 대한민국",37.1994653,126.8312632
경기도,화성시,881-1,37.2126,127.04,20201007,1.3,1.0,0.05,,하자보수 기간 후 자연침하,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,2020-10-10,0001-01-01,경기도 화성시 881-1,"화성시, 경기도, 대한민국",37.1994653,126.8312632
경기도,화성시,95,37.2039,127.07,20230814,2.5,2.0,4.0,,"2006년 동탄지구 조성 시 공원 부지 조성 전 A,B블럭 지하 연결통로 조성 시 마감 처리 미흡에 따른 우수 및 토사 유입에 따른 침하 발생 추정",0,0,0,복구완료,"임시 조치방안인 내부 토사채움 예정 단, 이해관계 부서 및 기관 등 협의를 통해 실시하여야 함",0,2024-03-30,0001-01-01,경기도 화성시 95,"화성시, 경기도, 대한민국",37.1994653,126.8312632
경기도,화성시,산7-1,37.2762,126.922,20200727,1.0,1.0,0.05,,하자보수 기간 후 자연침하,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,2020-07-29,0001-01-01,경기도 화성시 산7-1,"경수대로, 권선구, 수원시, 경기도, 16672, 대한민국",37.2290758,127.0235866
경기도,화성시,동탄신리천로5길 103-50,37.1894,127.14,20200804,10.0,30.0,0.03,,집중호우로 인한 기타 매설물 손상,0,0,0,복구완료,긴급한 부분 응급조치,0,2021-02-28,0001-01-01,경기도 화성시 동탄신리천로5길 103-50,"동탄신리천로5길, 신동, 동탄9동, 화성시, 경기도, 18484, 대한민국",37.1863288,127.1410067
경기도,화성시,1-41,37.0989,126.842,20200902,1.0,1.0,0.05,,하자보수 기간 후 자연침하,0,0,0,복구완료,굴착부분 되메우기 재시공 및 포장 복구 완료,0,2020-09-05,0001-01-01,경기도 화성시 1-41,"화성시, 경기도, 대한민국",37.1994653,126.8312632
경기도,화성시,47,37.2114,127.081,20200811,10.0,40.0,0.05,,지하수위에 따른 지반 전면침하 추정,0,0,0,복구완료,침하부위 되메우기 복구 완료,0,2020-08-15,0001-01-01,경기도 화성시 47,"화성시, 경기도, 대한민국",37.1994653,126.8312632
경기도,,양지면 814,37.2329,127.286,20200809,2.0,1.5,0.7,,하수관 파손으로 토사 유실 및 침하 발생,0,0,1,복구완료,하수관로 교체 및 아스콘 포장,0,2020-09-10,0001-01-01,,"Nanno, Ville d'Anaunia, Comunità della Val di Non, Provincia di Trento, Trentino-Alto Adige/Südtirol, 38019, Italia",46.3144754,11.0480288
